sentence,gold_mwe,pred_mwe
"kamyonlar , pikaplar arka arkaya park etmiş duruyorlardı yan sokaklarda .",arka arkaya,arka_arkaya
bu işte onun parmağı var .,parmağı var,parmağı_var
"sonra bahçenin demir parmaklıklı kapısından koşarak çıktı , rüzgâr gibi kayboldu .",rüzgâr gibi,rüzgâr_gibi
sen şeker ol ben kaymak / haydi yiyelim parmak parmak,parmak parmak,parmak_parmak
"patates sufle olacak , i̇ngiliz sosunu da unutma .",patates sufle,patates_sufle
evin sıvaları patır patır yere düştü .,patır patır,patır_patır
"yeni gelen başhekim , orta boylu , cılız , patlakça gök gözlü bir adam .",gök gözlü,gök_gözlü
"yeni gelen başhekim , orta boylu , cılız , patlakça gök gözlü bir adam .",orta boylu,orta_boylu
"bayramlarda bir payton tutar , tek başına arkaya kurulur , saatlerce dolaşırdı .",tek başına,tek_başına
"düğüncüler akşama kadar güneş altında pişmiş , bıkmış , yanmış oldukları için rakı sofrasına pekçe sokuldular .",akşama kadar,akşama_kadar
"i̇çeride , penceresiz , dört köşe odanın içine otuz beş kişiyi yığıvermişler .",dört köşe,dört_köşe
"şişman beyefendi tombul ve beyaz elleriyle karnını tutarak gülüyor , al yanakları pençe pençe kızarıyordu .",pençe pençe,pençe_pençe
bugünkü günde ise pepeliğe tutulmamış tek yazar gösteremezsiniz .,bugünkü günde,bugünkü_günde
zamanla dostlukları daha da perçinleşti .,daha da,daha_da
sinema perdesi .,sinema perdesi,sinema_perdesi
loş çadırın kat kat perdeli kapısını kaldırdı .,kat kat,kat_kat
peşinat ne kadar ?,ne kadar,ne_kadar
birkaç arkadaşımın içeride olduğunu haber veriyor ve alacağım zevk için beni peşinen tebrik eden bir tebessümle gülüyordu .,zevk için,zevk_için
"sonra onun da arkasındaki peştamal kan içinde , saçları didik didik , yuvarlandığını gördüm .",didik didik,didik_didik
oraya altın parlaklığı veren guruplara mukabil buradan her sabah pırıl pırıl bir güneş doğduğunu da ben çok defalar gördüm .,pırıl pırıl,pırıl_pırıl
"son sistem , pırıl pırıl .",pırıl pırıl,pırıl_pırıl
"sık pırnallıklar , erguvan , defne , alıç kümeleri yer yer yolu boğuyor .",yer yer,yer_yer
"tıraşı bir karış uzamış , sırtındaki yağlı ceketin yakaları pıyrım pıyrım .",bir karış,bir_karış
"tıraşı bir karış uzamış , sırtındaki yağlı ceketin yakaları pıyrım pıyrım .",pıyrım pıyrım,pıyrım_pıyrım
"şebit ekmekleri ve pişiler som altın gibi değerli ; sarılmış düzülmüş , yol azığı diye ayrılmıştı .",yol azığı,yol_azığı
"şebit ekmekleri ve pişiler som altın gibi değerli ; sarılmış düzülmüş , yol azığı diye ayrılmıştı .",altın gibi,altın_gibi
çocuğun apış arası pişmiş .,apış arası,apış_arası
"plonjon yapar , gol kurtarır , bu arada yaralanır , baygınlık geçirir .",bu arada,bu_arada
"o , pos bıyıklı , bahçıvan kılıklı birinin başını tıraş ediyordu .",pos bıyıklı,pos_bıyıklı
"yengem , ağzındaki lokmayla beraber , prensesten hiç de iyi haberler almadığını geveliyor .",hiç de,hiç_de
el çabukluğu bir marifet fehvasınca esatir profesörlüğüne terfi etmiş oluyordu .,el çabukluğu,el_çabukluğu
akşam televizyonda tek bir güzel program yoktu,tek bir,tek_bir
"saatlerce tatlı tatlı konuştuk , onlar gittikten sonra da türküler çınladı provada .",tatlı tatlı,tatlı_tatlı
kaynanasının da hiç olmazsa puf böreği pişirmeyi bilmesini isterdi .,hiç olmazsa,hiç_olmazsa
kaynanasının da hiç olmazsa puf böreği pişirmeyi bilmesini isterdi .,puf böreği,puf_böreği
avluda uzun uzun pul şişelere doldurulmuş rengârenk boyalı sular satarlardı .,uzun uzun,uzun_uzun
patates püresi .,patates püresi,patates_püresi
yeniden yepyeni bir insan olmak için zaman zaman bir volkan hâliyle bir şeyler püskürüyordum .,zaman zaman,zaman_zaman
kendi yetmiyormuş gibi bir de peşine püsür takmış !,bir de,bir_de
pütür pütür deri .,pütür pütür,pütür_pütür
i̇steksiz gözlerle listeye şöyle bir baktı .,şöyle bir,şöyle_bir
"ben o kadar rahatım , öyle okşayıcı , huzur ve mutluluk verici tatlı rüzgâr karşısındayım ki .",o kadar,o_kadar
allah rahmet eylesin .,allah rahmet eylesin,allah_rahmet_eylesin
"bu ziyafetlere gidilirken her günkü kavukla ferace ve samur kürk giyilir , atlara kemer rahtlar vurulurdu .",samur kürk,samur_kürk
i̇skelede üç vapur daha üst üste rampalamış duruyorlardı .,üst üste,üst_üste
atom reaktörü .,atom reaktörü,atom_reaktörü
halk oylaması katılmama sonucunu verince ümit kapısı da kapanmıştı .,ümit kapısı,ümit_kapısı
halk oylaması katılmama sonucunu verince ümit kapısı da kapanmıştı .,halk oylaması,halk_oylaması
"rehberim sille , tokat hatta asker süngüsü , bir hayli darbe yedikten sonra işini tamamladı .",bir hayli,bir_hayli
"fotoğrafçılar , nerede bir toplanış olsa resim alıyorlar , yolculuk hatıralarını birer birer tespit ediyorlardı .",birer birer,birer_birer
parlamentoda itimat reyi alamayan her hükûmet şüphesiz istifa etmek zorunda kalacaktır .,istifa etmek,istifa_etmek
"bizden şerefli yırtıcı kuş , kan emen böcek / tanrı'm o yolda rızkını vermiş , kusuru yok .",yırtıcı kuş,yırtıcı_kuş
"bizden şerefli yırtıcı kuş , kan emen böcek / tanrı'm o yolda rızkını vermiş , kusuru yok .",o yolda,o_yolda
ev kadını rolünü çok ciddiyetle ele almıştım .,ev kadını,ev_kadını
kardeşimin hayatında oynadığınız rol sizi romantik bir insan gibi bana gösterdi .,insan gibi,insan_gibi
"devlet , herkesin hayatını beden ve ruh sağlığı içinde sürdürmesini sağlamak amacıyla sağlık kuruluşlarını tek elden planlayıp hizmet vermesini düzenler .",tek elden,tek_elden
"devlet , herkesin hayatını beden ve ruh sağlığı içinde sürdürmesini sağlamak amacıyla sağlık kuruluşlarını tek elden planlayıp hizmet vermesini düzenler .",ruh sağlığı,ruh_sağlığı
"hiç bu yaşa kadar mahkeme kapısına varmadık , adam yok , çocuklar askerde , güveyi kayıp ; işler , karı , çoluk çocuk elinde , köyde dört mavzerle ruzikleniriz .",çoluk çocuk,çoluk_çocuk
devletin sorumlu olan ilgili görevliye rücu hakkı saklıdır .,rücu hakkı,rücu_hakkı
burada da her bahsin sonunda yazdığı gibi uzun uzadıya incelemelerde bulunuyor .,uzun uzadıya,uzun_uzadıya
üstelik sabıkası olduğu için iş bulması daha da güçtür .,daha da,daha_da
arada kaybettiği zamanı telafi etmek istercesine atak ve sabırsızdı .,telafi etmek,telafi_etmek
tam iki saat orada sabır taşı gibi sesini çıkarmadan çubuğunun dumanlarını seyretti .,sabır taşı,sabır_taşı
"bir türlü tutamaz , durduramaz , sabitleştiremezsiniz .",bir türlü,bir_türlü
hakikatten ne kadar uzaksa yalandan da o kadar uzaktır saçmalık .,o kadar,o_kadar
hakikatten ne kadar uzaksa yalandan da o kadar uzaktır saçmalık .,ne kadar,ne_kadar
üzerine soğuk su dökülen sarhoş adam kendine geldiğinde sade kahve ona zorla içirildi .,sade kahve,sade_kahve
senin bu kadar çocukça saf olduğunu bilmezdim .,bu kadar,bu_kadar
"zaten bünyesi pek sağlam değildi , sık sık hastalanıyordu .",sık sık,sık_sık
ben o zamana kadar takımda sağ haf oynuyordum .,sağ haf,sağ_haf
i̇stanbul'un kalabalığına göre sağlıkevlerinin ne kadar az olduğunu anlattılar .,ne kadar,ne_kadar
sağlı sollu oturmuşlar .,sağlı sollu,sağlı_sollu
onu iyice avucunun içine alıp sağmal inek gibi istismar etmek istiyordu .,sağmal inek,sağmal_inek
onu iyice avucunun içine alıp sağmal inek gibi istismar etmek istiyordu .,istismar etmek,istismar_etmek
büyük bir bakır sahan içinde tarhana çorbası vardı .,tarhana çorbası,tarhana_çorbası
"göksel bir kere sahiden uyudu mu , uykusu ağırdır ve uzun sürer .",bir kere,bir_kere
"okurdu , okurdu , nihayet bir zaman gelirdi , bütün vücudu sakır sakır titrerdi .",bir zaman,bir_zaman
"okurdu , okurdu , nihayet bir zaman gelirdi , bütün vücudu sakır sakır titrerdi .",sakır sakır,sakır_sakır
"güneş afacan bir çocuk gibi bulutlarla saklambaç oynuyor , bir kaybolup bir gözüküyordu .",çocuk gibi,çocuk_gibi
"yaz kış yeşil , bir saksı ıtır pencerede .",yaz kış,yaz_kış
"biber salçası , domates salçası .",biber salçası,biber_salçası
"biber salçası , domates salçası .",domates salçası,domates_salçası
vücudu o kadar narindi ki hafif rüzgârlarla sallanan salkım söğütler gibi oradan oraya salınıyor .,o kadar,o_kadar
"pahada ve okkada salkım salkım küpeler , ağızda kenarlara doğru altın dişler .",salkım salkım,salkım_salkım
düğün salonu .,düğün salonu,düğün_salonu
"arkasında sadakor bir elbise , elinde ona benzer ipekten saman rengi bir şemsiye vardı .",saman rengi,saman_rengi
mal sandığı .,mal sandığı,mal_sandığı
sanki toprak altına diri diri gömülen benim .,diri diri,diri_diri
telefon santrali .,telefon santrali,telefon_santrali
heyecandan elleri ayakları sapır sapır titriyordu .,sapır sapır,sapır_sapır
i̇nim inim inleyerek sağa sola dönerken rengi büsbütün sararıyor .,sağa sola,sağa_sola
"yeldirmelerine sarılmış yanık yüzlü bir küme köy kadını hep birden trene ellerini uzatıyor , bağırıyordu .",hep birden,hep_birden
bunu yalnız vaktini gözetleyip bacak kadar kıza sataşmaya geldi sanacak .,bacak kadar,bacak_kadar
ben politikanın satranç tahtası üstünde sadece bir piyonu idim .,satranç tahtası,satranç_tahtası
belindeki yirmi sene evvel hediye gelen kayışın savatlı gümüş sarkıntıları pırıl pırıl parlıyorlar .,pırıl pırıl,pırıl_pırıl
çalışma günü olmadığı hâlde dindar muhasebeci geldi .,çalışma günü,çalışma_günü
i̇nce ve yüksek bir sanat eseri olan saz da milliyetimizin bir hususiyetidir .,sanat eseri,sanat_eseri
bir sazcı ile beraber halk türküleri söylemeye razı olursanız ne âlâ .,ile beraber,ile_beraber
bir sazcı ile beraber halk türküleri söylemeye razı olursanız ne âlâ .,ne âlâ,ne_âlâ
"üstünde daima saz rengi , hardal rengi . nohudi renklerde veya bunları andıran bir renkte bir esvabı vardı .",saz rengi,saz_rengi
"üstünde daima saz rengi , hardal rengi . nohudi renklerde veya bunları andıran bir renkte bir esvabı vardı .",hardal rengi,hardal_rengi
"bakkallar , sebzeciler eline bir iki şey tutuştururlardı .",bir iki,bir_iki
"tıka basa dolu sepetlerimizi , sefer taslarımızı açacağız , soğuk börekler ve taze meyveler yiyeceğiz .",tıka basa,tıka_basa
"herkes onun az zamanda büyük yer tutacağını , bir zaman gelip sefir , nazır olacağını söylüyorlar .",bir zaman,bir_zaman
ufak bayırlardan akan billur gibi selcikler arasından araba ile yavaş yavaş geçmek ne ömür oluyordu .,yavaş yavaş,yavaş_yavaş
kurcalamazsam belki de çok iyi hazırlanmış bir senaryoyu bana gerçek diye yutturacak .,belki de,belki_de
bir yıl dönümü akşamı ufak köşkün önünde oturuyorduk .,yıl dönümü,yıl_dönümü
boş evde sere serpe dolaşıyorum .,sere serpe,sere_serpe
kar gibi çamaşırları serip eve döndü .,kar gibi,kar_gibi
onun için bir an önce leşlerini köpek leşi gibi i̇stanbul'un çamurlu kaldırımlarına sermek zamanı gelmişti .,onun için,onun_için
onun için bir an önce leşlerini köpek leşi gibi i̇stanbul'un çamurlu kaldırımlarına sermek zamanı gelmişti .,bir an önce,bir_an_önce
"gazetecilikten , fıkracılıktan hatta bir iki yılda başyazarlıktan hevesimi çoktan almıştım .",bir iki,bir_iki
serpiştiriyordu kar soğuk gece yarısı .,gece yarısı,gece_yarısı
bulgaristan'dan mangal kömürü getiren yücel motoru midye önlerinde serseri bir mayına çarparak battı .,mangal kömürü,mangal_kömürü
"nihayet uzun uzun münakaşalardan , serzenişlerden , çekişmelerden sonra seyfi , kadını ikna ediyor .",uzun uzun,uzun_uzun
suat daha fazla dayanamayıp sessiz sedasız odasına çekildi .,sessiz sedasız,sessiz_sedasız
tam karşısına düşen bir seyahat acentesinin reklam ışıkları gecenin ayazını renk renk dağıtıyordu .,renk renk,renk_renk
seyahatname okumanın tadını öteden beri bilirim .,öteden beri,öteden_beri
on gün sonra gelen giden seyrekleşti .,gelen giden,gelen_giden
"bütün bir mevsim vur patlasın çal oynasın , eğlenildi .",vur patlasın çal oynasın,vur_patlasın_çal_oynasın
"ali rıza bey , sıcağı sıcağına muzaffer'le görüşmezse cesaretini kaybetmekten korkuyordu .",sıcağı sıcağına,sıcağı_sıcağına
bu sıcakta arada bir şeyler içip yemeden çalışılmıyor .,arada bir,arada_bir
bu belki de ordu için şart olan disiplin ruhunu bende bulamamış olmalarındandır .,belki de,belki_de
"size bu kadar ücreti niye ödemekteyiz , böyle sıkışık anlarımızda ?",bu kadar,bu_kadar
"küçük hanım , tabancayı kalbine sıkmak istemiş .",küçük hanım,küçük_hanım
sahilde sık sık küçük köyler veya büyücek kasabalar birbirini kovalıyor .,sık sık,sık_sık
bakarım bakarım sılam görünmez / ara yerde yıkılası dağlar var,ara yerde,ara_yerde
toprak olanları dahi pek zevkle yapılmış olup ekserisi cam gibi sırlıdır .,cam gibi,cam_gibi
sait elini kolunu sıvayıp ıstakozu çıtır çıtır kırmıştır .,çıtır çıtır,çıtır_çıtır
"i̇şin tuhafı , tek perdesi kalkmış fayton penceresinde görünen silindir şapkalı adam da altın dişlerini göstere göstere kahkahalar atıyor .",göstere göstere,göstere_göstere
"sende hiç sinir yok mu , bu kadar aldırmazlık olur mu ?",bu kadar,bu_kadar
"karda yürüyüp izini belli etmemek , cümlesiyle tarif edilen bu sinsilik , hedefine asla varamayan adi bir hiledir .",karda yürüyüp izini belli etmemek,karda_yürüyüp_izini_belli_etmemek
öte yandan canavar düdükleri de ilk çığlıklarını koparmaya başlamışlardı .,öte yandan,öte_yandan
sivil savunma .,sivil savunma,sivil_savunma
hayatta gözlerini böyle yüksek bir muhitte açan beatris'in ne kadar sivilize bir insan olacağı kolayca tasavvur buyrulur .,ne kadar,ne_kadar
gösterip sivri uzun dişlerini bir daha / bir zehirli ok gibi attı bana kahkaha,bir daha,bir_daha
"sofra tahtası , çardağın köşesinde kalan zeytinin gölgesinde kurulmuştu .",sofra tahtası,sofra_tahtası
bizim moruk yeni kafalı görünmek ister amma halis muhlis softadır .,halis muhlis,halis_muhlis
"lalelerin cinsleri günden güne çoğalıyor , soğanları akıl almayacak fiyatlarla satılıyordu .",günden güne,günden_güne
"adaların kıyılarına gürleyen açık deniz soluğanları , ıssız koylara ak bir çizgi çekmişler .",açık deniz,açık_deniz
"i̇nsan son nefesinde bile olsa ümidini kesmiyor , hayata daha canla başla sarılıyor .",canla başla,canla_başla
şeftali suyu ile yapılacak gargaranın sonradan olma kekemeliğe birebir geleceğini söyler .,sonradan olma,sonradan_olma
kızı ite kaka sorgu yargıcının önüne çıkardılar .,ite kaka,ite_kaka
i̇nsanlar seyreden araçlara aldırmadan karşıdan karşıya sorumsuzca geçiyorlardı .,karşıdan karşıya,karşıdan_karşıya
"şehirlerde sokakların toplaşmasından doğan mahalle birimleri , sosyal ilişki bütünlüğü yaşatırdı .",sosyal ilişki,sosyal_ilişki
"sosyetede bir kişinin etrafına toplanmak , öteki misafirleri açıkta bırakmak ayıptır .",açıkta bırakmak,açıkta_bırakmak
karşımdaki duvara takılmış iki ampulden biri sönüktü ve bir gözü kırpılmış bir insan gibi bana bakıyordu .,insan gibi,insan_gibi
"öldüreceği , laf söyleteceği adamı diri diri fırına kor , gözünün önünde yakardı .",diri diri,diri_diri
yer yer birçok türküde rastladığımız beylik sözler de vardı içinde .,yer yer,yer_yer
"bir de laf ebesi mübarek , kimseye ağız açtırmaz .",bir de,bir_de
"değişik yüz görmek , değişik söz işitmek insanın ne bileyim ben söz temsili bu gözünü , gönlünü açıyor .",söz işitmek,söz_işitmek
hiç değilse spor bir ceket ister şöyle .,hiç değilse,hiç_değilse
sporcular da birbirlerini sık sık ziyaret etsinler .,sık sık,sık_sık
su altı araştırmaları .,su altı,su_altı
"basımevi ve eklentileri . millî güvenlik aleyhinde işlenmiş bir suçtan mahkûm olma hâli hariç , suç aleti olduğu gerekçesiyle zapt ve müsadere edilemez .",millî güvenlik,millî_güvenlik
"zevcesi , bu sultani , bu muhteşem gururuyla ne kadar güzeldi .",ne kadar,ne_kadar
"babamın mendilinden bir sustalı çakı ile bir altın halka , bir de meşin kaplı defter çıktı .",sustalı çakı,sustalı_çakı
kurduğu hülyalar yavaş yavaş gerçekleşmeye yüz tutuyordu .,yavaş yavaş,yavaş_yavaş
